stop_id,stop_name,lat,lng,type
447,GÜVENEVLER 78 NOLU CADDE,37.0572,37.3211,Bus Stop
448,ADİL ÖZBERK SAGLIK OCAGI,37.0782,37.3541,Bus Stop
449,SAçAKLI,37.0992,37.3871,Bus Stop
450,LALE PÄ°DE FIRINI,37.1202,37.4201,Bus Stop
452,ESKÄ° TEKEL DURAÄŞI,37.0122,37.3361,Bus Stop
453,KARAYILAN CAD.,37.0332,37.3691,Bus Stop
454,BARAK KAHVESÄ°,37.0542,37.4021,Bus Stop
455,CENGÄ°Z TOPEL 1,37.0752,37.4351,Bus Stop
456,MEVLANA CAMÄ°Ä° S.,37.0962,37.3181,Bus Stop
457,CENGÄ°Z TOPEL 2,37.1172,37.3511,Bus Stop
459,CENGÄ°Z TOPEL 3,37.0092,37.4171,Bus Stop
460,CENGÄ°Z TOPEL.4,37.0302,37.4501,Bus Stop
461,DURNALIK KÖYÜ,37.0512,37.3331,Bus Stop
462,YENÄ°ŞARKAYA,37.0722,37.3661,Bus Stop
464,KÖRKÜN MAH.7,37.1142,37.4321,Bus Stop
465,YEDÄ°TEPE KAVŞAK,37.1352,37.3151,Bus Stop
466,HASÄ°B DURRÄ° CAMÄ°Ä°,37.0062,37.3481,Bus Stop
468,GÖRGÜN AVM,37.0482,37.4141,Bus Stop
470,KAYALIPINAR MAH.,37.0902,37.3301,Bus Stop
471,GEBEKÖY MAH.,37.1112,37.3631,Bus Stop
472,Ä°NCEYOL MAH.,37.1322,37.3961,Bus Stop
473,BOYNO MAH.,37.0032,37.4291,Bus Stop
474,KAZIM KARABEKÄ°R ORTA OKULU,37.0242,37.3121,Bus Stop
475,ACAROBA KÖYÜ,37.0452,37.3451,Bus Stop
476,MEVLANA CAMÄ°Ä°,37.0662,37.3781,Bus Stop
478,çAMLITEPE MAH.TOKİLER 1.NOLU DURAK,37.1082,37.4441,Bus Stop
479,çAMLITEPE MAH.TOKİLER 2.NOLU DURAK,37.1292,37.3271,Bus Stop
480,çAMLITEPE MAH.TOKİLER 3.NOLU DURAK,37.0002,37.3601,Bus Stop
481,ACAROBA MAH.,37.0212,37.3931,Bus Stop
482,HASAN KALYONCU ÜNÜVERSİTESİ,37.0422,37.4261,Bus Stop
483,YEŞÄ°LKENT MEZARLIÄŞI,37.0632,37.3091,Bus Stop
485,BURç KAVŞAŞI ÜNÜVERSİTE,37.1052,37.3751,Bus Stop
486,ÜNİVERSİTE BURç KAVŞAŞI,37.1262,37.4081,Bus Stop
487,ÜNİVERSİTE PTT.,36.9972,37.4411,Bus Stop
488,ÜNİVERSİTE,37.0182,37.3241,Bus Stop
489,YEDÄ°TEPE 73 NOLU CADDE,37.0392,37.3571,Bus Stop
490,AK YILDIZ SÄ°TESÄ°,37.0602,37.3901,Bus Stop
491,İMAM çOBAN İ.Ö.O 1,37.0812,37.4231,Bus Stop
492,İMAM çOBAN İ.Ö.O 2,37.1022,37.3061,Bus Stop
494,YEDÄ°TEPE 43.NOLU SOK.1.,36.9942,37.3721,Bus Stop
495,YEDÄ°TEPE 43.NOLU SOK.2.,37.0152,37.4051,Bus Stop
496,YEDÄ°TEPE 43.NOLU SOK.3.,37.0362,37.4381,Bus Stop
497,YEDÄ°TEPE 43.NOLU SOK.4.,37.0572,37.3211,Bus Stop
498,60.YIL,37.0782,37.3541,Bus Stop
500,MAHMUT FEHİME İ.Ö.OKULU,37.1202,37.4201,Bus Stop
502,VEYSEL KARANÄ° CAMÄ°Ä°,37.0122,37.3361,Bus Stop
504,M.OGUZ GÖGÜŞ CADDESİ,37.0542,37.4021,Bus Stop
508,BÄ°NEVLER SAGLIK OCAGI,37.1382,37.3841,Bus Stop
510,BATALHÖYÜK,37.0302,37.4501,Bus Stop
512,ERTUG SÄ°TESÄ°,37.0722,37.3661,Bus Stop
514,UGUR MUMCU PARKI,37.1142,37.4321,Bus Stop
516,ARABALI PARK,37.0062,37.3481,Bus Stop
517,RASAF YOLU,37.0272,37.3811,Bus Stop
519,KÄ°RAZLIKKIZ YURDU,37.0692,37.4471,Bus Stop
521,BAHCE ŞEHÄ°R KOLEJÄ°,37.1112,37.3631,Bus Stop
522,ARÄ°F NÄ°HAT ASYA LÄ°SESÄ°,37.1322,37.3961,Bus Stop
523,CLASSÄ°S GARDEN,37.0032,37.4291,Bus Stop
525,KÜççÜK KIZILHİSAR,37.0452,37.3451,Bus Stop
527,ŞAHÄ°NLER SÄ°TESÄ°,37.0872,37.4111,Bus Stop
529,GÜVENKENT SİTESİ,37.1292,37.3271,Bus Stop
531,NURGANA MAH.,37.0212,37.3931,Bus Stop
532,KURTULUŞ MAH.,37.0422,37.4261,Bus Stop
533,FISTIKLIK PARKI,37.0632,37.3091,Bus Stop
535,GÜZEL VADİ APT.,37.1052,37.3751,Bus Stop
536,ALİM SÜPER MARKET,37.1262,37.4081,Bus Stop
537,ŞAHÄ°NLER APT.,36.9972,37.4411,Bus Stop
538,ŞEHÄ°T EMRE BAKIRCI PARKI,37.0182,37.3241,Bus Stop
539,VADÄ°KENT APT.,37.0392,37.3571,Bus Stop
540,DEMOKRASÄ° BULVARI,37.0602,37.3901,Bus Stop
541,EZOGELİN DÜŞÜN SALONU,37.0812,37.4231,Bus Stop
544,BOSTANCIK AND.LÄ°SESÄ°,36.9942,37.3721,Bus Stop
545,ABDULKADİR YÜKSEL DEVLET HASTANESİ,37.0152,37.4051,Bus Stop
546,ABDULKADÄ°R KONUKOÄŞLU BLV.2.,37.0362,37.4381,Bus Stop
547,DURDU YETKÄ°N ŞEKERCÄ° CAD.,37.0572,37.3211,Bus Stop
549,ABDULKADÄ°R KONUKOÄŞLU BLV.3.,37.0992,37.3871,Bus Stop
550,KIRSAL TERMÄ°NAL.1,37.1202,37.4201,Bus Stop
551,UMUT MAH.82.NOLU CAD.,36.9912,37.3031,Bus Stop
553,NESÄ°MÄ° CAMÄ°Ä°,37.0332,37.3691,Bus Stop
555,SAM MAH.1,37.0752,37.4351,Bus Stop
556,SAM MAH.2,37.0962,37.3181,Bus Stop
557,SAM MAH. MEYDAN,37.1172,37.3511,Bus Stop
558,ORGANÄ°ZE SANAYÄ° POLÄ°S MERKEZÄ°,37.1382,37.3841,Bus Stop
560,NACÄ° TOPCUOÄŞLU M.Y.O,37.0302,37.4501,Bus Stop
561,KOLUMAN,37.0512,37.3331,Bus Stop
562,AKTOPRAK.1,37.0722,37.3661,Bus Stop
563,AKTOPRAK .2,37.0932,37.3991,Bus Stop
564,AKTOPRAK.3,37.1142,37.4321,Bus Stop
565,AKTOPRAK.4,37.1352,37.3151,Bus Stop
567,TEÄ°AŞ TRAFO,37.0272,37.3811,Bus Stop
568,77 NOLU CAD. 1.,37.0482,37.4141,Bus Stop
569,77 NOLU CAD. 2.,37.0692,37.4471,Bus Stop
570,77 NOLU CAD. 3.,37.0902,37.3301,Bus Stop
571,ERTUŞRUL GAZİ İ.Ö.O,37.1112,37.3631,Bus Stop
573,DUMLUPINAR,37.0032,37.4291,Bus Stop
574,DUMLUPINAR YALçIN PİDE,37.0242,37.3121,Bus Stop
576,DUMLUPINAR CAMÄ°Ä°,37.0662,37.3781,Bus Stop
578,ÖZDEMİRBEY CAD. 2,37.1082,37.4441,Bus Stop
579,ÖZDEMİRBEY CAD. ŞEHİTLER CAMİİ,37.1292,37.3271,Bus Stop
580,70 NOLU CAD. ONAT KUTLAR,37.0002,37.3601,Bus Stop
581,ERÄ°KLÄ° MAH 2,37.0212,37.3931,Bus Stop
582,KARACABURç MAH.5,37.0422,37.4261,Bus Stop
583,ERÄ°KLÄ° MAH 3,37.0632,37.3091,Bus Stop
584,SARISALKIM MAH. OKUL,37.0842,37.3421,Bus Stop
585,SARISALKIL MAH. MUHTARLIK,37.1052,37.3751,Bus Stop
586,KULE APT,37.1262,37.4081,Bus Stop
587,SARIBAŞAK MAH.CAMÄ°Ä°,36.9972,37.4411,Bus Stop
588,ZÜLFÜKAR MAH.,37.0182,37.3241,Bus Stop
589,SEKÄ°LÄ° MAH.,37.0392,37.3571,Bus Stop
590,SARISALKIM MAH.çIKIŞ,37.0602,37.3901,Bus Stop
591,IŞIKLI MAH..5,37.0812,37.4231,Bus Stop
592,IŞIKLI MAH..4,37.1022,37.3061,Bus Stop
593,IŞIKLI MAH..3,37.1232,37.3391,Bus Stop
594,IŞIKLI MAH..2,36.9942,37.3721,Bus Stop
595,IŞIKLI MAH..1,37.0152,37.4051,Bus Stop
597,KIZICAGÖLMAH.,37.0572,37.3211,Bus Stop
598,YEŞÄ°LCE MAH.,37.0782,37.3541,Bus Stop
599,ULUYATIR MAH.,37.0992,37.3871,Bus Stop
600,KARADEDE MAH.,37.1202,37.4201,Bus Stop
601,DIMIŞKILI MAH.,36.9912,37.3031,Bus Stop
602,SOFALICI MAH.,37.0122,37.3361,Bus Stop
603,BEŞKUYU MAH.,37.0332,37.3691,Bus Stop
604,YAYLACIK MAH.,37.0542,37.4021,Bus Stop
605,NARLICA MAH.,37.0752,37.4351,Bus Stop
606,KALEBOYNU MAH.,37.0962,37.3181,Bus Stop
607,DAMLACIK MAH.,37.1172,37.3511,Bus Stop
608,KABARCIK (BUDAK) MAH.,37.1382,37.3841,Bus Stop
609,AKPINAR MAH.,37.0092,37.4171,Bus Stop
610,YAZIBAÄŞI MAH.,37.0302,37.4501,Bus Stop
611,SIRASÖGÜT (HEZEK) MAH. 1,37.0512,37.3331,Bus Stop
612,SIRASÖGÜT (HEZEK) MAH. 2,37.0722,37.3661,Bus Stop
613,BELEN MAH.,37.0932,37.3991,Bus Stop
614,BEKÄ°ŞLÄ° MAH.,37.1142,37.4321,Bus Stop
615,çUBUKDİKEN MAH.,37.1352,37.3151,Bus Stop
616,AKBAYIR MAH.,37.0062,37.3481,Bus Stop
617,TÄ°YEKLÄ° MAH.,37.0272,37.3811,Bus Stop
618,HACIARSLAN MAH.,37.0482,37.4141,Bus Stop
619,KAVŞAK MAH.,37.0692,37.4471,Bus Stop
620,KUŞCU MAH,37.0902,37.3301,Bus Stop
621,YAYCI MAH.,37.1112,37.3631,Bus Stop
622,CAMCIOGLU SÄ°TESÄ°,37.1322,37.3961,Bus Stop
623,PARÄ°S APT,37.0032,37.4291,Bus Stop
624,ROZA EVLERÄ°,37.0242,37.3121,Bus Stop
625,TOKÄ° EVLERÄ° B BLOK,37.0452,37.3451,Bus Stop
627,BURC SON DURAK,37.0872,37.4111,Bus Stop
628,BURC OKUL,37.1082,37.4441,Bus Stop
629,BURC GASKÄ°,37.1292,37.3271,Bus Stop
630,BURC MEYDAN,37.0002,37.3601,Bus Stop
631,SEMERCİ HACİ ÖKKEŞ HAYRATI,37.0212,37.3931,Bus Stop
633,KÜLECİK MAH.,37.0632,37.3091,Bus Stop
634,ESKÄ° BAHCE ŞEHÄ°R KOLEJÄ°,37.0842,37.3421,Bus Stop
635,DURANTAŞ MAH.,37.1052,37.3751,Bus Stop
636,V.GÖLBAŞI HAYRATI,37.1262,37.4081,Bus Stop
638,SERİNCE YOL çATI,37.0182,37.3241,Bus Stop
640,SERÄ°NCE BAG EVLERÄ°,37.0602,37.3901,Bus Stop
642,SERÄ°NCE MAH.VÄ°LLALAR,37.1022,37.3061,Bus Stop
643,SERÄ°NCE MAH. GÄ°RÄ°Ş,37.1232,37.3391,Bus Stop
644,SERÄ°NCE MAH. MEYDAN,36.9942,37.3721,Bus Stop
645,SERİNCE MAH. çIKIŞ,37.0152,37.4051,Bus Stop
646,GÜLPINAR MAH. 1,37.0362,37.4381,Bus Stop
647,GÜLPINAR MAH. 2,37.0572,37.3211,Bus Stop
648,BURç KARAKUYU,37.0782,37.3541,Bus Stop
649,ŞAHİN BEY MÜLK MAH.,37.0992,37.3871,Bus Stop
650,çİMENLİ MAH,37.1202,37.4201,Bus Stop
651,YEŞİLKÖY MAH.,36.9912,37.3031,Bus Stop
652,KARAçOMAK MAH.,37.0122,37.3361,Bus Stop
653,MUHACÄ°R OSMAN MAH. 1,37.0332,37.3691,Bus Stop
654,MUHACÄ°R OSMAN MAH. 2,37.0542,37.4021,Bus Stop
655,SARIT MAH.5,37.0752,37.4351,Bus Stop
656,GENEYÄ°K MAH.,37.0962,37.3181,Bus Stop
657,DEREDÜZÜ MAH.,37.1172,37.3511,Bus Stop
658,BOSTANCIK MAH.,37.1382,37.3841,Bus Stop
659,SERGEN MAH.,37.0092,37.4171,Bus Stop
660,ALMALI MAH.,37.0302,37.4501,Bus Stop
661,KERER MAH.,37.0512,37.3331,Bus Stop
662,BAÄŞLARBAŞI MAH.2,37.0722,37.3661,Bus Stop
663,BAÄŞLARBAŞI MAH. 1,37.0932,37.3991,Bus Stop
664,ENGELSÄ°Z YAŞAM MERKEZÄ°,37.1142,37.4321,Bus Stop
666,YERLEŞÄ°M SÄ°TESÄ°,37.0062,37.3481,Bus Stop
668,CEBELER MAH.,37.0482,37.4141,Bus Stop
669,TOKÄ° EVLERÄ° A BLOK,37.0692,37.4471,Bus Stop
670,GÜNBULUR MAH.,37.0902,37.3301,Bus Stop
671,ŞAHİNBEY MÜLK 1,37.1112,37.3631,Bus Stop
672,ZEYTÄ°NLÄ° MAH.,37.1322,37.3961,Bus Stop
673,çAPALI MAH.,37.0032,37.4291,Bus Stop
674,TÖRELİ MAH.,37.0242,37.3121,Bus Stop
675,KAZIKLI MAH.,37.0452,37.3451,Bus Stop
676,KABCAGIZ MAH.,37.0662,37.3781,Bus Stop
677,PANCARLI MAH.,37.0872,37.4111,Bus Stop
678,KUMRU HAMURKESEN MAH.,37.1082,37.4441,Bus Stop
679,KILCAN MAH.,37.1292,37.3271,Bus Stop
680,çARDAK MAH.,37.0002,37.3601,Bus Stop
681,AKYAZI MAH.,37.0212,37.3931,Bus Stop
682,EKÄ°NLÄ° MAH.,37.0422,37.4261,Bus Stop
683,HACIKÖPRÜ MAH.,37.0632,37.3091,Bus Stop
684,YENİKÖY MAH.,37.0842,37.3421,Bus Stop
685,BOZCA MAH.,37.1052,37.3751,Bus Stop
686,çATALSU MAH.1,37.1262,37.4081,Bus Stop
687,çATALSU MAH. 2,36.9972,37.4411,Bus Stop
688,çAYBAŞI MAH.,37.0182,37.3241,Bus Stop
689,BAYRAMLI MAH.,37.0392,37.3571,Bus Stop
690,MERMERCÄ°LER SÄ°TESÄ°,37.0602,37.3901,Bus Stop
691,YENÄ° HUZUREVÄ°,37.0812,37.4231,Bus Stop
692,NAÄ°LBÄ°LEN CADDESÄ° 1,37.1022,37.3061,Bus Stop
693,NAÄ°LBÄ°LEN CADDESÄ° 2,37.1232,37.3391,Bus Stop
694,NAKLÄ°YATCILAR SÄ°TESÄ°,36.9942,37.3721,Bus Stop
696,FISTIKCILAR SÄ°TESÄ° 1.,37.0362,37.4381,Bus Stop
697,FISTIKçILAR SİTESİ 2.,37.0572,37.3211,Bus Stop
698,SEBZE HALÄ° 1.,37.0782,37.3541,Bus Stop
699,SEBZE HALÄ° 2.,37.0992,37.3871,Bus Stop
700,KÖRKÜN MAH.6,37.1202,37.4201,Bus Stop
703,GAZÄ°KENT 41 NOLU CAD.,37.0332,37.3691,Bus Stop
704,GAZÄ°KENT 19.NOLU CAD.,37.0542,37.4021,Bus Stop
705,ERİKçE GİRİŞ,37.0752,37.4351,Bus Stop
706,ARABAN YOLU SANAYÄ° KVŞ.,37.0962,37.3181,Bus Stop
707,NÄ°JMEGEN BLV.,37.1172,37.3511,Bus Stop
708,PÄ°R SULTAN 59079.NOLU CAD.,37.1382,37.3841,Bus Stop
709,8.ŞUBAT Ä°MAM HATÄ°P LÄ°SESÄ°,37.0092,37.4171,Bus Stop
711,ŞOFÖR ALİ CAD.1,37.0512,37.3331,Bus Stop
712,ŞOFÖR ALİ CAD.2,37.0722,37.3661,Bus Stop
714,ŞOFÖR ALİ CAD. 4,37.1142,37.4321,Bus Stop
715,BARAK MAH. 100.NOLU SOK.,37.1352,37.3151,Bus Stop
716,KIZILAY KANMERKEZÄ°,37.0062,37.3481,Bus Stop
718,KÖRKÜN MAH.1,37.0482,37.4141,Bus Stop
719,KÖRKÜN MAH.2,37.0692,37.4471,Bus Stop
720,SAVCILI KÄ°REMÄ°T CAD.,37.0902,37.3301,Bus Stop
722,MÜNİRE KEMAL KINOŞLU OKULU,37.1322,37.3961,Bus Stop
723,YAYLA KIRAATHANESÄ°,37.0032,37.4291,Bus Stop
724,CAN REKLAM,37.0242,37.3121,Bus Stop
725,DERMAN SAÄŞLIK KABÄ°NÄ°,37.0452,37.3451,Bus Stop
726,YUKARIBAYIR CERGÄ°BOZANLAR,37.0662,37.3781,Bus Stop
727,ZAFER DÜŞÜN SALONU,37.0872,37.4111,Bus Stop
729,Ä°STÄ°KLAL 33 NOLU SK.,37.1292,37.3271,Bus Stop
731,Ş.SERKAN PERÄ°ŞAN CAD.,37.0212,37.3931,Bus Stop
733,AMATEM,37.0632,37.3091,Bus Stop
734,ALİ İHSAN GÖGÜŞ CAD.,37.0842,37.3421,Bus Stop
735,DÜZTEPE 31.NOLU CAD.,37.1052,37.3751,Bus Stop
736,75.YIL MAH. ABDOVURMAZ PARKI,37.1262,37.4081,Bus Stop
737,KÖRKÜN MAH.10,36.9972,37.4411,Bus Stop
739,BEYZADE APT.,37.0392,37.3571,Bus Stop
740,T.O.P. FEN LÄ°SESÄ° SON DURAK,37.0602,37.3901,Bus Stop
741,KARATAŞ 103421.NOLU SOK.,37.0812,37.4231,Bus Stop
742,1. BÖLGE TOKİ,37.1022,37.3061,Bus Stop
743,HACİ MUSTAFA ÖRS CAMİİ,37.1232,37.3391,Bus Stop
744,KÜSKET SANAYİ SİTESİ 33.NOLU CAD.1,36.9942,37.3721,Bus Stop
745,KÜSKET SANAYİ SİTESİ 33.NOLU CAD.3,37.0152,37.4051,Bus Stop
747,KÜSKET SANAYİ SİTESİ 11.NOLU CAD.1,37.0572,37.3211,Bus Stop
748,KÜSKET SANAYİ SİTESİ 11.NOLU CAD.2,37.0782,37.3541,Bus Stop
749,KÜSKER SANAYİ SİTESİ GÖLLÜCE CAD.1,37.0992,37.3871,Bus Stop
750,KÜSKET SANAYİ SİTESİ GÖLLÜCE CAD.2,37.1202,37.4201,Bus Stop
751,KÜSKET SANAYİ SİTESİ 99.NOLU CAD.1,36.9912,37.3031,Bus Stop
752,KÜSKET SANAYİ SİTESİ 99.NOLU CAD.2,37.0122,37.3361,Bus Stop
753,GATEM ERDOGAN ERGÖNÜL CAD.1,37.0332,37.3691,Bus Stop
754,GATEM ERDOGAN ERGÖNÜL CAD.2,37.0542,37.4021,Bus Stop
755,GATEM ERDOGAN ERGÖNÜL CAD.3,37.0752,37.4351,Bus Stop
756,GATEM ERDOGAN ERGÖNÜL CAD.4,37.0962,37.3181,Bus Stop
757,GATEM ERDOGAN ERGÖNÜL CAD.5,37.1172,37.3511,Bus Stop
758,GATEM ERDOGAN ERGÖNÜL CAD.6,37.1382,37.3841,Bus Stop
759,GAZİKENT UZAY çATI PAZAR YERİ,37.0092,37.4171,Bus Stop
761,GAZÄ°KENT 16.NOLU CAD.,37.0512,37.3331,Bus Stop
763,MEZARLIK KAVŞAÄŞI,37.0932,37.3991,Bus Stop
764,TÜRKMENLER CAD.,37.1142,37.4321,Bus Stop
766,ÖZEL İDARE İ.Ö.OKULU,37.0062,37.3481,Bus Stop
768,ADSIZ ŞEHİTLER CAD.KÖŞE,37.0482,37.4141,Bus Stop
770,ADSIZ ŞEHÄ°TLER CADDESÄ°,37.0902,37.3301,Bus Stop
771,HASÄ°P DURRÄ° CAD.KVŞ.,37.1112,37.3631,Bus Stop
772,CUMHURÄ°YET AÄ°LE SAGLIK MERKEZÄ°,37.1322,37.3961,Bus Stop
774,LOHANZADE CAD.1,37.0242,37.3121,Bus Stop
775,LOHANZADE CAD.2,37.0452,37.3451,Bus Stop
776,CUMHURÄ°YET Ä°TFAÄ°YESÄ°,37.0662,37.3781,Bus Stop
778,Ä°STÄ°KLAL 48 NOLU SK,37.1082,37.4441,Bus Stop
780,Ä°STÄ°KLAL 12.NOLU CAD.KESÄ°ŞÄ°M,37.0002,37.3601,Bus Stop
781,Ä°STÄ°KLAL 86.NOLU CAD.1,37.0212,37.3931,Bus Stop
782,Ä°STÄ°KLAL 86.NOLU CAD.2,37.0422,37.4261,Bus Stop
783,Ä°STÄ°KLAL 86.NOLU CAD.3,37.0632,37.3091,Bus Stop
784,Ä°STÄ°KLAL 86.NOLU CAD.4,37.0842,37.3421,Bus Stop
785,YEŞÄ°LEVLER 109 NOLU CAD.,37.1052,37.3751,Bus Stop
787,YEŞÄ°LEVLER 14.NOLU SOKAK,36.9972,37.4411,Bus Stop
789,YEŞİLEVLER GÜLMÜŞ MARKET,37.0392,37.3571,Bus Stop
791,çAGDAŞ 16.NOLU CAD.,37.0812,37.4231,Bus Stop
793,çAGDAŞ 12.NOLU CAD.,37.1232,37.3391,Bus Stop
795,ERDEM KOLEJÄ° 72 NOLU C.1,37.0152,37.4051,Bus Stop
796,ERDEM KOLEJÄ° 72 NOLU C.2,37.0362,37.4381,Bus Stop
797,ERDEM KOLEJÄ° 72 NOLU C.3,37.0572,37.3211,Bus Stop
798,ERDEM KOLEJÄ° 72 NOLU C.4,37.0782,37.3541,Bus Stop
799,KARATAŞ 2 NÄ°ZAMKENT SÄ°TESÄ°,37.0992,37.3871,Bus Stop
801,Ä°NCÄ°LÄ°KAYASON DURAK,36.9912,37.3031,Bus Stop
802,KERSENTAŞ MAH.,37.0122,37.3361,Bus Stop
803,AŞAŞIGÜNEYSE MAH.,37.0332,37.3691,Bus Stop
804,PERLÄ°KAYA 16.NOLU CAD.,37.0542,37.4021,Bus Stop
806,TAZEOGLU SÄ°TESÄ°,37.0962,37.3181,Bus Stop
807,ULUCANLAR CAMÄ°Ä°,37.1172,37.3511,Bus Stop
808,MEHMET çOLAKOŞLU İ.Ö.O,37.1382,37.3841,Bus Stop
810,GÜVENEVLER 54.NOLU SOK.,37.0302,37.4501,Bus Stop
812,BÄ°NEVLER SOSYAL TESÄ°S,37.0722,37.3661,Bus Stop
813,MANOLYA EVLERÄ°,37.0932,37.3991,Bus Stop
815,CEMÄ°L SAÄ°T BARLAS CAD.,37.1352,37.3151,Bus Stop
816,Ä°CONOVA,37.0062,37.3481,Bus Stop
818,ÖZASLAN OKULLARI,37.0482,37.4141,Bus Stop
820,GÜçSÜZLER YURDU,37.0902,37.3301,Bus Stop
822,PERLÄ°KAYA DOLMUŞLARI SON DURAK,37.1322,37.3961,Bus Stop
823,60.YIL DOLMUŞLARI SON DURAK,37.0032,37.4291,Bus Stop
824,KARATAŞ SEMT PAZARI,37.0242,37.3121,Bus Stop
825,ERDEM KOLEJÄ° 72 NOLU CAD.5,37.0452,37.3451,Bus Stop
826,YEDÄ°TEPE EMLAK,37.0662,37.3781,Bus Stop
828,YEDÄ°TEPE 43.NOLU SOK.,37.1082,37.4441,Bus Stop
829,ŞHELL PETROL,37.1292,37.3271,Bus Stop
830,GÜVENEVLER 23.NOLU CAD.,37.0002,37.3601,Bus Stop
831,POLÄ°S OKULU LOJMANI,37.0212,37.3931,Bus Stop
832,LOHANZADE CAD.3,37.0422,37.4261,Bus Stop
833,LOHANZADE CAD.4,37.0632,37.3091,Bus Stop
834,ERDEM KOLEJÄ° 72 NOLU CAD.6,37.0842,37.3421,Bus Stop
835,LOHANZADE CAD.5,37.1052,37.3751,Bus Stop
836,14.NOLU CAD,37.1262,37.4081,Bus Stop
837,AŞIK MAHSUNÄ° ŞERÄ°F CAD.,36.9972,37.4411,Bus Stop
839,HAVALANI YOLU MERÄ°NOS KVŞ.,37.0392,37.3571,Bus Stop
841,TÄ°TÄ°ZLER CADDESÄ°,37.0812,37.4231,Bus Stop
842,YEŞÄ°LIRMAK CAD.,37.1022,37.3061,Bus Stop
844,ALİ NADİ ÜNLER BLV.,36.9942,37.3721,Bus Stop
845,25 ARALIK SANAYÄ° SÄ°TESÄ° SON DURAK,37.0152,37.4051,Bus Stop
846,Ä°NCÄ°LÄ°KAYA KAVŞAK,37.0362,37.4381,Bus Stop
849,ŞEHİT ÖMER HARUN DEMİR İMAM HATİP LİSESİ,37.0992,37.3871,Bus Stop
850,ORGANÄ°ZE SANAYÄ° .1,37.1202,37.4201,Bus Stop
851,ORGANÄ°ZE SANAYÄ° .2,36.9912,37.3031,Bus Stop
852,ORGANÄ°ZE SANAYÄ° Ä°TFAÄ°YE,37.0122,37.3361,Bus Stop
854,ORGANÄ°ZE SANAYÄ°.3,37.0542,37.4021,Bus Stop
855,ORGANÄ°ZE SANAYÄ°.4,37.0752,37.4351,Bus Stop
856,ŞÖLEN çİKOLATA,37.0962,37.3181,Bus Stop
858,KARAR HALI SQN DURAK,37.1382,37.3841,Bus Stop
859,OSB.36.NOLU DURAK,37.0092,37.4171,Bus Stop
860,OSB.43.NOLU DURAK,37.0302,37.4501,Bus Stop
861,OSB.37.NOLU DURAK,37.0512,37.3331,Bus Stop
862,OSB.42.NOLU DURAK,37.0722,37.3661,Bus Stop
863,25 ARALIK BAŞPINAR SONDURAK,37.0932,37.3991,Bus Stop
865,BAKSAN,37.1352,37.3151,Bus Stop
866,ULAŞLI MAH.,37.0062,37.3481,Bus Stop
867,HATUNLU MAH.,37.0272,37.3811,Bus Stop
868,GAZİ ALİ DÜŞÜN CAD.1,37.0482,37.4141,Bus Stop
869,GAZİ ALİ DÜŞÜN CAD.2,37.0692,37.4471,Bus Stop
871,GÜVENEVLER HAMİDİYE CAMMİ,37.1112,37.3631,Bus Stop
875,KARAYILAN ERSOY CAMÄ°Ä°,37.0452,37.3451,Bus Stop
877,DEDEMAN KVŞ.,37.0872,37.4111,Bus Stop
878,KAZIM KARA BEKİR İ.Ö.OKULU,37.1082,37.4441,Bus Stop
879,VATAN MAH.66.NOLU CAD.,37.1292,37.3271,Bus Stop
881,NARLI TEPE 30.NOLU CAD.1,37.0212,37.3931,Bus Stop
882,NARLI TEPE 30.NOLU CAD.2,37.0422,37.4261,Bus Stop
883,NARLI TEPE 30.NOLU CAD.3,37.0632,37.3091,Bus Stop
884,NARLI TEPE 30.NOLU CAD.4,37.0842,37.3421,Bus Stop
885,Ä°BRAHÄ°MLÄ° SON DURAK,37.1052,37.3751,Bus Stop
886,ÖZDEMİR BEY CADDESİ KAVŞAK,37.1262,37.4081,Bus Stop
888,BEYZADE KONAKLARI,37.0182,37.3241,Bus Stop
890,İBNİ SİNA GÜNSEV SİTESİ,37.0602,37.3901,Bus Stop
892,ŞÄ°RÄ°NEVLER MAH.YENÄ° KONUTLAR,37.1022,37.3061,Bus Stop
894,KARATAŞ 401.NOLU CAD.,36.9942,37.3721,Bus Stop
896,DÜZTEPE TUGAY GÜNEYKENT SON DURAK,37.0362,37.4381,Bus Stop
898,500.EVLER SEMBOL MARKETY,37.0782,37.3541,Bus Stop
899,AYŞE MUSTAFA SEVCAN İ.Ö.OKULU,37.0992,37.3871,Bus Stop
901,YEŞÄ°L KENT MEZARLIGI SON DURAK,36.9912,37.3031,Bus Stop
902,HOŞGÖR KURAN KURSU 3,37.0122,37.3361,Bus Stop
903,HOŞGÖR KURAN KURSU 4,37.0332,37.3691,Bus Stop
904,ESKİ OTOBÜS İŞLETMESİ,37.0542,37.4021,Bus Stop
906,DOKUCUN ANITI,37.0962,37.3181,Bus Stop
907,KEMAL KÖKER CADDESİ,37.1172,37.3511,Bus Stop
908,TCDD DEPO,37.1382,37.3841,Bus Stop
911,BAYAZHAN,37.0512,37.3331,Bus Stop
912,400.NOLU CADDE,37.0722,37.3661,Bus Stop
914,3.ORGANÄ°ZE SOSYAL TESÄ°SLERÄ°,37.1142,37.4321,Bus Stop
916,YEŞÄ°LKENT BAŞPINARSON DURAK,37.0062,37.3481,Bus Stop
917,YAMAçTEPE MAH.GİRİŞ,37.0272,37.3811,Bus Stop
